TP1,ZFT,ECH,PER,NDEP,T1,T2,T3,T4,T5,T6,T7,T8,T8A,T8B,T9,T10,T11,T8C,TOIS,TDIS,TDIP,DP1,ZFD,D2A,D2B,D3,D4,D5A,D5B,D6,D7,D8,D9,D10,MODP,MOIP,DOIB,DIST,DISP,PP1,ZFP,JOUR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P14,P15,DP15,P16,P17,P18,P18A,P19,P20,P21,P22,P23,P24,P25,P26,COEP,P12A,P24A,P24B,MP1,ZFM,DATE,M1,M2,M3,M4,M5,M6,M7A,M8A,M9A,M10A,M11A,M12A,M13A,M7B,M8B,M9B,M10B,M11B,M12B,M13B,M7C,M8C,M9C,M10C,M11C,M12C,M13C,M7D,M8D,M9D,M10D,M11D,M12D,M13D,M14,M15A,M16A,M17A,M18A,M19A,M20A,M15B,M16B,M17B,M18B,M19B,M20B,M15C,M16C,M17C,M18C,M19C,M20C,M15D,M16D,M17D,M18D,M19D,M20D,M21,M22,M23,COEM,M24-1,M24-2,M12BIS,OP1,ZFO,O1A,O1B,O1C,O1D,O1E,O1F,O1G,O2,O3A,O3B,O3C,O3D,O3E,O3F,O3G,O3H,O3I,O4,O5A,O5B,O5C,O5D,O5E,O5F,O5G,O6A,O6B,O6C,O7A,O7B,O7C,O8A,O8B,O8C,COO2,O5H,O5I,O9,O10-1,O10-2,O11,O12-1,O12-2,O13,O14-1,O14-2,O14-3,O15,O16,O17-1,O17-2,O17-3,O18-1,O18-2,O18-3,O19-1,O19-2,O19-3,O20,O21,O22-1,O22-2,O23,O24-1,O24-2,O24-3,O25-1,O25-2,O26,O2B,O27-1,O27-2,O27-3,O28-1,O28-2,O29-1,O29-2,O30,O31,O32A,O33,O34,O35-1,O35-2
4,127001,6,1,1,1,0,11,127001,122851,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,,3930,4600,4600,3,127001,1,,127001,805,11,,,122851,825,20,1,11,11,3930,4600,4600,2,127001,3,1,2,2,29,1.0,1.0,1.0,6.0,1.0,0.0,31.0,4.0,2.0,122851.0,3932,3.0,,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,101.0608,,5.0,,1,127001,20112014,4,3,2,,1,2,1.0,3.0,2010.0,4.0,1.0,2.0,3.0,1.0,3.0,2014.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,1,91.73404,7.0,9.0,2.0,5.0,127001.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,6.0,34.0,29.0,27.0,10.0,17.0,3.0,1.0,215.6806,2.0,2.0,5.0,,,,,,2.0,1.0,,,3.0,69383.0,,,,,,,,,,5.0,3.0,1.0,3.0,2.0,4.0,8.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,10.0,4.0,10.0,8.0,12.0,3.0,11.0,2.0,2.0,,2.0,
4,250751,72,1,3,1,2,21,250003,250751,5,2.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,960,1720,1720,3,250751,51,,250003,1730,1,,,250751,1750,20,1,21,21,960,1720,1720,2,250751,1,1,1,1,54,2.0,1.0,1.0,1.0,1.0,0.0,61.0,4.0,2.0,942281.0,88557,1.0,2.0,,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,58.12253,,5.0,,1,250751,3022015,4,2,1,4.0,1,2,3.0,3.0,2014.0,4.0,1.0,2.0,2.0,3.0,1.0,2009.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,2,55.21646,9.0,,2.0,5.0,250751.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,25.0,24.0,,37.0,35.0,31.0,25.0,,,174.422,2.0,3.0,5.0,,,,,,1.0,12.0,,,2.0,69091.0,18.0,,,5.0,7.0,,8.0,,,5.0,3.0,5.0,,2.0,2.0,,,1.0,4.0,2.0,1.0,13.0,,,4.0,,1.0,8.0,3.0,21.0,2.0,3.0,,,
4,225008,24,3,4,2,0,31,110251,223002,2,,,,,,,,,5470,8205,8205,3,225008,24,,220451,1630,1,,,225008,1745,75,3,31,31,12020,18030,18030,2,225008,1,1,1,3,17,1.0,2.0,3.0,0.0,3.0,0.0,89.0,3.0,2.0,220451.0,9333,,,,,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,67.43763,1.0,4.0,,1,225008,25112014,1,1,1,4.0,1,2,1.0,1.0,1994.0,5.0,1.0,1.0,2.0,1.0,3.0,2006.0,7.0,1.0,1.0,2.0,,,,,,,,,,,,,,,1,3.0,2.0,1.0,1994.0,1.0,2.0,,,,,,,,,,,,,,,,,,,0,,1,66.82075,4.0,9.0,,5.0,225008.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,24.0,16.0,36.0,36.0,3.0,34.0,4.0,17.0,8.0,249.5641,2.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,,,,,2.0,69292.0,,,,,,,10.0,,,5.0,1.0,1.0,3.0,1.0,1.0,2.0,9.0,4.0,8.0,1.0,1.0,1.0,12.0,,,,5.0,12.0,,,2.0,3.0,,,
4,127001,6,1,2,1,0,11,122851,127001,0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,,3930,4600,4600,3,127001,11,,122851,1910,1,,,127001,1930,20,1,11,11,3930,4600,4600,2,127001,3,1,2,2,29,1.0,1.0,1.0,6.0,1.0,0.0,31.0,4.0,2.0,122851.0,3932,3.0,,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,101.0608,,5.0,,1,127001,20112014,4,3,2,,1,2,1.0,3.0,2010.0,4.0,1.0,2.0,3.0,1.0,3.0,2014.0,4.0,2.0,2.0,3.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,1,91.73404,7.0,9.0,2.0,5.0,127001.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,6.0,34.0,29.0,27.0,10.0,17.0,3.0,1.0,215.6806,2.0,2.0,5.0,,,,,,2.0,1.0,,,3.0,69383.0,,,,,,,,,,5.0,3.0,1.0,3.0,2.0,4.0,8.0,9.0,1.0,2.0,1.0,1.0,1.0,2.0,10.0,4.0,10.0,8.0,12.0,3.0,11.0,2.0,2.0,,2.0,
4,113004,73,2,1,1,1,21,113004,111551,0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1200,1380,1380,3,113004,1,,113004,1500,32,,,111551,1515,15,1,21,21,1200,1380,1380,2,113004,2,1,1,5,23,1.0,1.0,1.0,0.0,4.0,0.0,88.0,4.0,2.0,111001.0,1838,3.0,,1.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,1.0,,66.80603,,4.0,,1,113004,26112014,4,1,1,4.0,1,3,1.0,1.0,1998.0,3.0,1.0,1.0,4.0,1.0,1.0,1999.0,7.0,1.0,2.0,3.0,1.0,1.0,1989.0,4.0,1.0,2.0,3.0,,,,,,,,1,1.0,2.0,2.0,1987.0,2.0,3.0,,,,,,,,,,,,,,,,,,,0,,2,61.85308,5.0,6.0,2.0,5.0,113004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,7.0,16.0,22.0,23.0,38.0,29.0,21.0,10.0,185.1578,2.0,2.0,5.0,,,,,,2.0,1.0,,,4.0,69382.0,,,,,,,,,,5.0,2.0,5.0,,1.0,13.0,,,3.0,,1.0,1.0,1.0,,,2.0,10.0,1.0,8.0,,,2.0,2.0,,1.0,9.0
4,240003,144,2,4,1,0,82,102004,133851,0,,,,,,,,,3510,4690,4690,3,240003,11,,102004,1515,64,41.0,,133851,1545,30,1,82,82,3510,4690,4690,2,240003,3,1,2,2,42,2.0,1.0,1.0,4.0,1.0,0.0,21.0,1.0,2.0,102004.0,11149,2.0,,1.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,64.99943,1.0,5.0,,1,240003,5032015,3,1,1,4.0,1,2,1.0,1.0,1998.0,4.0,1.0,1.0,2.0,3.0,1.0,2009.0,8.0,2.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,1,55.12072,5.0,10.0,2.0,5.0,240003.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,5.0,13.0,27.0,38.0,4.0,11.0,15.0,321.454,2.0,1.0,5.0,,,,,,2.0,1.0,2.0,,4.0,69290.0,,,,,,,2.0,3.0,7.0,4.0,2.0,3.0,,1.0,4.0,12.0,13.0,1.0,6.0,3.0,1.0,4.0,10.0,11.0,3.0,4.0,13.0,14.0,2.0,31.0,2.0,1.0,2.0,,
4,240003,144,2,5,1,0,82,133851,102004,0,,,,,,,,,3510,12290,12290,3,240003,62,41.0,133851,1640,11,,,102004,1700,20,1,82,82,3510,12290,12290,2,240003,3,1,2,2,42,2.0,1.0,1.0,4.0,1.0,0.0,21.0,1.0,2.0,102004.0,11149,2.0,,1.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,64.99943,1.0,5.0,,1,240003,5032015,3,1,1,4.0,1,2,1.0,1.0,1998.0,4.0,1.0,1.0,2.0,3.0,1.0,2009.0,8.0,2.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,1,55.12072,5.0,10.0,2.0,5.0,240003.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,5.0,13.0,27.0,38.0,4.0,11.0,15.0,321.454,2.0,1.0,5.0,,,,,,2.0,1.0,2.0,,4.0,69290.0,,,,,,,2.0,3.0,7.0,4.0,2.0,3.0,,1.0,4.0,12.0,13.0,1.0,6.0,3.0,1.0,4.0,10.0,11.0,3.0,4.0,13.0,14.0,2.0,31.0,2.0,1.0,2.0,,
4,131002,79,2,5,1,0,21,125003,117002,3,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1230,2020,2020,3,131002,62,22.0,125003,1630,61,1.0,,117002,1655,25,1,21,21,1230,2020,2020,2,131002,1,1,1,1,74,2.0,2.0,1.0,2.0,2.0,0.0,61.0,3.0,2.0,242451.0,7638,1.0,2.0,,2.0,1.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,58.64711,1.0,5.0,,1,131002,6012015,4,3,1,3.0,2,2,1.0,2.0,1992.0,9.0,1.0,1.0,3.0,1.0,3.0,2014.0,7.0,3.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,72.01975,1.0,6.0,2.0,5.0,131002.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,3.0,7.0,13.0,3.0,1.0,18.0,4.0,7.0,112.1145,1.0,3.0,5.0,,,,,,2.0,2.0,,,5.0,69383.0,,,,,,,2.0,3.0,9.0,3.0,1.0,3.0,,1.0,2.0,3.0,7.0,1.0,2.0,5.0,1.0,1.0,2.0,10.0,4.0,5.0,12.0,13.0,5.0,,2.0,2.0,,4.0,6.0
4,236006,137,2,2,3,0,21,236251,236006,0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1220,1740,1740,3,236006,25,,145651,1700,1,,,236006,1800,60,3,32,21,15190,22695,22695,2,236006,1,1,2,2,24,1.0,1.0,1.0,0.0,4.0,0.0,88.0,3.0,2.0,145651.0,10688,2.0,,1.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,,124.3989,1.0,5.0,,1,236006,24032015,4,3,2,,1,2,1.0,3.0,2013.0,10.0,4.0,3.0,2.0,1.0,1.0,2012.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,117.4786,10.0,,,5.0,236006.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,36.0,1.0,5.0,16.0,1.0,3.0,38.0,34.0,32.0,195.3983,3.0,1.0,5.0,,,,,,2.0,14.0,,,4.0,69383.0,,,,,,,6.0,10.0,,1.0,1.0,3.0,,1.0,3.0,,,1.0,2.0,2.0,1.0,13.0,,,7.0,,1.0,7.0,,,2.0,1.0,2.0,,
4,250751,72,1,1,1,5,21,250751,942281,0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,88560,123580,45050,3,250751,1,,250751,700,11,,,942281,800,60,1,21,21,88560,123580,45050,2,250751,1,1,1,1,54,2.0,1.0,1.0,1.0,1.0,0.0,61.0,4.0,2.0,942281.0,88557,1.0,2.0,,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,58.12253,,5.0,,1,250751,3022015,4,2,1,4.0,1,2,3.0,3.0,2014.0,4.0,1.0,2.0,2.0,3.0,1.0,2009.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,2,55.21646,9.0,,2.0,5.0,250751.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,25.0,24.0,,37.0,35.0,31.0,25.0,,,174.422,2.0,3.0,5.0,,,,,,1.0,12.0,,,2.0,69091.0,18.0,,,5.0,7.0,,8.0,,,5.0,3.0,5.0,,2.0,2.0,,,1.0,4.0,2.0,1.0,13.0,,,4.0,,1.0,8.0,3.0,21.0,2.0,3.0,,,
4,131002,79,2,4,1,2,21,131002,125003,0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3980,5220,5220,3,131002,1,,131002,1600,64,22.0,,125003,1625,25,1,21,21,3980,5220,5220,2,131002,1,1,1,1,74,2.0,2.0,1.0,2.0,2.0,0.0,61.0,3.0,2.0,242451.0,7638,1.0,2.0,,2.0,1.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,58.64711,1.0,5.0,,1,131002,6012015,4,3,1,3.0,2,2,1.0,2.0,1992.0,9.0,1.0,1.0,3.0,1.0,3.0,2014.0,7.0,3.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,72.01975,1.0,6.0,2.0,5.0,131002.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,3.0,7.0,13.0,3.0,1.0,18.0,4.0,7.0,112.1145,1.0,3.0,5.0,,,,,,2.0,2.0,,,5.0,69383.0,,,,,,,2.0,3.0,9.0,3.0,1.0,3.0,,1.0,2.0,3.0,7.0,1.0,2.0,5.0,1.0,1.0,2.0,10.0,4.0,5.0,12.0,13.0,5.0,,2.0,2.0,,4.0,6.0
4,306002,18,3,2,1,3,34,305004,306002,1,,,,,,,,,2740,4110,4110,3,306002,23,,305004,1700,1,,,306002,1735,35,1,34,34,2740,4110,4110,2,306002,2,1,2,3,13,1.0,1.0,2.0,0.0,5.0,0.0,84.0,1.0,2.0,305004.0,2737,,,,,1.0,5.0,5.0,5.0,1.0,1.0,1.0,,53.44341,2.0,4.0,4.0,1,306002,15102014,1,1,1,3.0,1,2,1.0,5.0,2003.0,13.0,1.0,1.0,2.0,1.0,4.0,2009.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,0.0,1,53.30323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,234005,123,4,1,2,2,32,119003,204851,2,,,,,,,,,2940,4410,4410,3,234005,54,,127007,800,25,,,204851,840,40,2,32,32,5270,7905,7905,2,234005,5,1,1,6,22,2.0,1.0,2.0,0.0,4.0,0.0,87.0,3.0,2.0,204851.0,5674,4.0,,3.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,,107.7589,1.0,5.0,,1,234005,21032015,1,1,1,4.0,1,4,1.0,3.0,1992.0,6.0,1.0,2.0,2.0,3.0,3.0,1992.0,10.0,1.0,2.0,2.0,1.0,1.0,1999.0,7.0,1.0,2.0,2.0,1.0,3.0,2000.0,7.0,1.0,2.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1,75.35816,9.0,,2.0,5.0,234005.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,27.0,22.0,1.0,3.0,2.0,34.0,4.0,25.0,21.0,645.8181,2.0,3.0,5.0,,,,,,2.0,14.0,,,2.0,69383.0,,,,,,,7.0,10.0,,4.0,3.0,5.0,,2.0,6.0,,,3.0,8.0,1.0,1.0,9.0,10.0,12.0,2.0,4.0,1.0,14.0,,,2.0,3.0,,,
4,253001,145,2,2,1,4,21,236251,143451,0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,6560,14410,14410,3,253001,13,,236251,1520,11,,,143451,1540,20,1,21,21,6560,14410,14410,2,253001,3,1,2,2,60,1.0,2.0,1.0,2.0,1.0,0.0,61.0,1.0,2.0,143451.0,13757,2.0,,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,23.35362,1.0,5.0,,1,253001,12032015,1,1,1,4.0,1,4,3.0,3.0,1988.0,9.0,1.0,1.0,2.0,2.0,3.0,2006.0,9.0,1.0,1.0,2.0,1.0,3.0,2003.0,4.0,1.0,1.0,2.0,1.0,1.0,1998.0,9.0,1.0,1.0,2.0,2,3.0,4.0,2.0,1976.0,1.0,2.0,3.0,4.0,2.0,1980.0,1.0,2.0,,,,,,,,,,,,,2,0.0,1,30.06249,2.0,,,5.0,253001.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,39.0,7.0,3.0,3.0,7.0,34.0,15.0,17.0,12.0,50.10034,2.0,1.0,4.0,,,,,,2.0,2.0,11.0,,2.0,69383.0,,,,12.0,,,7.0,8.0,10.0,3.0,2.0,3.0,,2.0,9.0,13.0,,1.0,2.0,1.0,1.0,1.0,2.0,8.0,4.0,5.0,1.0,6.0,2.0,21.0,2.0,1.0,2.0,,
4,239752,55,4,2,1,10,32,122251,239251,10,,,,,,,,,8190,12285,12285,3,239752,24,,123004,1700,1,,,239752,1750,50,1,32,32,8190,12285,12285,2,239752,4,1,2,3,16,1.0,1.0,2.0,0.0,5.0,0.0,85.0,1.0,2.0,123004.0,8710,,,,,1.0,5.0,5.0,5.0,4.0,1.0,1.0,,58.41907,1.0,5.0,,1,239752,12122014,4,2,1,3.0,1,2,1.0,1.0,2003.0,7.0,1.0,3.0,2.0,4.0,3.0,1995.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,59.8188,4.0,7.0,,5.0,239752.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,6.0,34.0,28.0,3.0,18.0,29.0,22.0,208.6543,2.0,3.0,4.0,,,,,,2.0,11.0,,,3.0,69383.0,,,,,,,1.0,9.0,,5.0,3.0,5.0,,2.0,6.0,13.0,,1.0,,3.0,1.0,6.0,12.0,,,,4.0,8.0,,,2.0,3.0,,,
4,235751,122,1,2,1,0,21,230756,235751,0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,6980,9650,9650,3,235751,11,,230756,1200,1,,,235751,1210,10,1,21,21,6980,9650,9650,2,235751,3,1,1,1,36,1.0,2.0,1.0,5.0,1.0,0.0,23.0,4.0,2.0,230756.0,6983,1.0,3.0,,1.0,2.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,111.4169,,5.0,,1,235751,19032015,1,1,1,4.0,1,2,1.0,3.0,1996.0,6.0,3.0,2.0,2.0,1.0,3.0,2009.0,9.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,1,82.29981,3.0,4.0,1.0,5.0,235751.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,13.0,24.0,1.0,2.0,3.0,17.0,4.0,25.0,204.6077,3.0,1.0,5.0,,,,,,2.0,5.0,,,4.0,69259.0,16.0,,,,,,10.0,,,1.0,2.0,5.0,,1.0,2.0,,,1.0,4.0,1.0,1.0,1.0,8.0,12.0,5.0,6.0,1.0,8.0,1.0,21.0,2.0,2.0,,6.0,
4,236006,137,2,1,3,0,32,125251,145251,0,,,,,,,,,3280,4920,4920,3,236006,1,,236006,800,25,,,145651,900,60,3,32,21,15190,22695,22695,2,236006,1,1,2,2,24,1.0,1.0,1.0,0.0,4.0,0.0,88.0,3.0,2.0,145651.0,10688,2.0,,1.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,,124.3989,1.0,5.0,,1,236006,24032015,4,3,2,,1,2,1.0,3.0,2013.0,10.0,4.0,3.0,2.0,1.0,1.0,2012.0,6.0,1.0,3.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,117.4786,10.0,,,5.0,236006.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,36.0,1.0,5.0,16.0,1.0,3.0,38.0,34.0,32.0,195.3983,3.0,1.0,5.0,,,,,,2.0,14.0,,,4.0,69383.0,,,,,,,6.0,10.0,,1.0,1.0,3.0,,1.0,3.0,,,1.0,2.0,2.0,1.0,13.0,,,7.0,,1.0,7.0,,,2.0,1.0,2.0,,
4,131002,79,2,1,1,1,21,131002,117002,2,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2920,3680,3680,3,131002,1,,131002,740,13,,,117002,805,25,1,21,21,2920,3680,3680,2,131002,1,1,1,1,74,2.0,2.0,1.0,2.0,2.0,0.0,61.0,3.0,2.0,242451.0,7638,1.0,2.0,,2.0,1.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,58.64711,1.0,5.0,,1,131002,6012015,4,3,1,3.0,2,2,1.0,2.0,1992.0,9.0,1.0,1.0,3.0,1.0,3.0,2014.0,7.0,3.0,2.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,72.01975,1.0,6.0,2.0,5.0,131002.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,3.0,7.0,13.0,3.0,1.0,18.0,4.0,7.0,112.1145,1.0,3.0,5.0,,,,,,2.0,2.0,,,5.0,69383.0,,,,,,,2.0,3.0,9.0,3.0,1.0,3.0,,1.0,2.0,3.0,7.0,1.0,2.0,5.0,1.0,1.0,2.0,10.0,4.0,5.0,12.0,13.0,5.0,,2.0,2.0,,4.0,6.0
4,221004,125,2,1,1,0,21,221004,233451,0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,15320,25420,25420,3,221004,1,,221004,715,11,,,233451,800,45,1,21,21,15320,25420,25420,2,221004,5,1,2,2,40,2.0,1.0,1.0,5.0,1.0,0.0,22.0,4.0,2.0,233451.0,15315,1.0,2.0,,5.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,63.27459,,5.0,,1,221004,28022015,2,1,1,1.0,1,2,1.0,3.0,2010.0,12.0,3.0,1.0,2.0,3.0,3.0,2010.0,6.0,3.0,1.0,2.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,73.84892,9.0,,,5.0,221004.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,7.0,5.0,16.0,25.0,31.0,37.0,25.0,,,117.7902,2.0,1.0,4.0,,,,,,2.0,2.0,4.0,,6.0,69389.0,6.0,15.0,,3.0,,,10.0,,,3.0,1.0,2.0,,1.0,7.0,,,2.0,,3.0,1.0,13.0,,,2.0,,14.0,,5.0,,2.0,2.0,,2.0,
4,223005,93,3,2,1,2,15,129002,223005,0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,,12250,20940,20940,3,223005,25,,129002,1530,1,,,223005,1600,30,1,15,15,12250,20940,20940,2,223005,5,1,1,3,28,1.0,1.0,1.0,0.0,4.0,0.0,88.0,4.0,2.0,129002.0,12251,1.0,1.0,,5.0,5.0,5.0,1.0,3.0,4.0,5.0,1.0,,475.2192,,4.0,,1,223005,14032015,2,3,1,4.0,1,3,1.0,1.0,2015.0,6.0,2.0,2.0,2.0,1.0,3.0,2011.0,4.0,2.0,2.0,2.0,1.0,3.0,2011.0,6.0,2.0,2.0,2.0,,,,,,,,2,2.0,3.0,1.0,2013.0,1.0,2.0,2.0,3.0,1.0,2012.0,1.0,2.0,,,,,,,,,,,,,1,0.0,1,237.2913,2.0,9.0,2.0,5.0,223005.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,21.0,23.0,34.0,10.0,17.0,4.0,2.0,935.627,2.0,2.0,4.0,,,,,,2.0,1.0,,,3.0,69383.0,9.0,,,10.0,,,7.0,8.0,,5.0,3.0,5.0,,1.0,3.0,,,6.0,,1.0,1.0,1.0,,,4.0,,3.0,4.0,,,2.0,2.0,,2.0,
